Id,SalePrice
1461,124803.82
1462,151037.98
1463,180172.86
1464,184358.66
1465,190260.73
1466,175696.77
1467,170741.38
1468,169969.22
1469,182280.81
1470,118263.15
1471,200082.22
1472,94266.82
1473,101109.305
1474,153891.53
1475,135951.28
1476,373382.88
1477,257550.78
1478,306161.88
1479,293148.78
1480,470296.4
1481,322050.28
1482,207145.97
1483,174127.6
1484,176330.7
1485,161428.2
1486,193972.17
1487,310324.16
1488,247371.73
1489,197564.98
1490,185719.89
1491,182670.78
1492,75161.414
1493,184607.78
1494,292622.7
1495,265854.22
1496,211408.77
1497,185693.11
1498,159563.19
1499,155103.31
1500,153072.0
1501,181846.9
1502,151824.53
1503,283096.22
1504,235381.06
1505,217618.9
1506,199746.4
1507,239440.23
1508,208241.5
1509,167967.78
1510,144742.5
1511,147604.05
1512,180932.36
1513,145926.97
1514,172502.56
1515,195677.1
1516,155364.22
1517,157536.17
1518,127717.33
1519,216513.77
1520,137055.8
1521,142549.42
1522,157511.44
1523,110583.43
1524,116199.55
1525,125847.65
1526,127785.66
1527,96572.195
1528,123075.93
1529,149872.88
1530,176951.52
1531,122536.69
1532,97200.73
1533,145219.56
1534,119098.75
1535,164438.48
1536,107570.125
1537,73487.836
1538,193114.75
1539,236397.36
1540,110595.27
1541,160273.31
1542,141298.05
1543,211866.08
1544,83794.53
1545,96660.62
1546,121511.49
1547,139404.72
1548,132626.4
1549,114727.47
1550,142219.61
1551,116202.12
1552,151443.86
1553,143581.56
1554,110841.99
1555,173090.53
1556,92716.586
1557,120962.89
1558,79365.88
1559,102603.04
1560,136540.2
1561,139462.0
1562,128298.96
1563,121170.45
1564,141851.14
1565,153549.22
1566,212856.27
1567,79990.71
1568,227170.38
1569,132218.12
1570,128465.07
1571,127277.83
1572,151865.02
1573,239120.36
1574,102238.77
1575,212443.33
1576,233296.78
1577,195669.28
1578,157555.47
1579,138139.72
1580,189653.88
1581,140672.08
1582,131040.85
1583,364348.97
1584,240715.98
1585,144430.78
1586,70991.14
1587,100211.42
1588,152981.39
1589,101441.46
1590,134146.1
1591,106476.914
1592,126797.48
1593,110810.65
1594,136097.44
1595,116875.47
1596,252330.61
1597,185754.1
1598,189877.72
1599,185661.75
1600,178713.27
1601,69698.11
1602,110179.47
1603,83141.27
1604,275673.3
1605,244524.05
1606,166283.45
1607,165531.3
1608,202852.53
1609,186564.52
1610,158417.44
1611,146081.11
1612,163996.7
1613,160311.72
1614,112789.35
1615,89252.9
1616,78590.69
1617,92123.38
1618,125026.68
1619,133392.08
1620,145189.12
1621,142906.52
1622,144909.61
1623,306657.4
1624,218651.02
1625,120953.95
1626,163639.81
1627,181758.53
1628,268097.47
1629,178268.33
1630,412562.88
1631,236549.77
1632,256211.42
1633,157259.17
1634,180826.52
1635,183083.89
1636,158778.8
1637,193793.58
1638,202860.88
1639,178608.55
1640,248297.22
1641,175292.2
1642,231301.12
1643,230950.5
1644,228829.7
1645,190634.94
1646,152828.16
1647,160716.45
1648,139210.19
1649,137345.05
1650,118632.6
1651,118672.266
1652,96950.164
1653,98423.164
1654,153794.55
1655,146107.75
1656,152373.97
1657,156951.1
1658,150610.7
1659,140699.72
1660,154327.06
1661,482375.72
1662,422844.97
1663,381655.47
1664,300073.4
1665,318463.34
1666,305665.5
1667,341178.44
1668,326575.12
1669,289934.6
1670,303363.25
1671,256719.6
1672,492354.78
1673,296408.1
1674,252039.58
1675,187645.27
1676,193875.61
1677,200554.8
1678,482369.4
1679,379353.3
1680,318959.3
1681,238785.53
1682,278594.44
1683,184344.5
1684,170118.94
1685,174781.44
1686,174788.77
1687,159627.2
1688,183426.69
1689,182974.88
1690,179676.17
1691,163171.44
1692,250843.64
1693,159007.1
1694,182426.58
1695,167735.48
1696,258583.03
1697,169301.75
1698,352286.1
1699,341298.88
1700,245955.62
1701,254510.2
1702,267591.12
1703,246363.48
1704,308984.9
1705,216978.33
1706,497362.47
1707,222260.84
1708,193026.47
1709,259823.1
1710,222442.03
1711,266573.1
1712,269388.84
1713,244913.56
1714,218946.3
1715,199489.06
1716,187959.8
1717,176332.19
1718,154958.14
1719,209284.98
1720,252026.03
1721,169948.55
1722,143997.2
1723,156698.95
1724,224268.92
1725,234397.31
1726,183563.2
1727,170581.3
1728,177903.95
1729,173103.25
1730,160859.7
1731,125351.586
1732,134299.92
1733,122030.63
1734,125107.57
1735,130235.52
1736,116718.52
1737,366719.4
1738,220177.17
1739,268334.0
1740,203448.23
1741,194554.66
1742,181235.61
1743,175057.62
1744,300616.94
1745,232558.73
1746,241325.81
1747,211641.34
1748,220128.48
1749,156960.45
1750,138978.14
1751,235084.08
1752,127621.555
1753,141415.77
1754,194404.75
1755,169590.16
1756,119448.766
1757,122702.34
1758,139468.62
1759,182689.48
1760,159615.89
1761,146696.48
1762,182723.22
1763,164832.61
1764,115254.94
1765,173089.84
1766,169319.44
1767,206880.45
1768,147234.58
1769,167391.47
1770,135493.58
1771,140075.73
1772,125446.164
1773,128593.55
1774,130345.08
1775,135397.12
1776,110253.86
1777,105319.31
1778,131162.34
1779,114097.664
1780,181892.31
1781,131381.03
1782,99649.164
1783,126042.79
1784,93678.5
1785,111053.58
1786,160263.44
1787,166206.73
1788,63485.38
1789,100424.984
1790,80857.62
1791,184063.2
1792,146363.12
1793,134792.61
1794,145554.95
1795,140596.27
1796,133710.53
1797,124934.43
1798,125630.05
1799,111780.16
1800,127720.766
1801,131904.66
1802,154466.52
1803,146401.7
1804,142335.53
1805,133420.6
1806,112694.51
1807,140086.83
1808,130360.87
1809,122775.81
1810,157099.81
1811,106894.5
1812,105006.24
1813,118016.625
1814,88931.07
1815,66933.85
1816,98944.71
1817,128423.17
1818,138541.66
1819,120884.766
1820,76211.29
1821,112973.17
1822,159402.38
1823,49952.38
1824,129979.9
1825,134466.89
1826,91612.94
1827,98495.016
1828,143793.03
1829,104483.13
1830,159015.33
1831,158632.62
1832,100012.04
1833,141100.55
1834,119405.75
1835,165980.44
1836,124373.625
1837,93915.98
1838,129277.78
1839,81671.17
1840,169459.27
1841,153168.33
1842,76878.87
1843,142348.14
1844,137831.02
1845,136285.4
1846,153359.53
1847,142706.75
1848,74748.78
1849,119982.21
1850,120948.45
1851,163016.94
1852,130220.164
1853,128075.0
1854,166694.11
1855,153023.08
1856,218924.2
1857,165344.06
1858,135238.92
1859,122308.516
1860,156862.38
1861,122308.516
1862,291712.62
