Id,SalePrice
1461,122513.35
1462,148793.39
1463,181670.42
1464,192342.56
1465,188320.23
1466,171751.3
1467,168519.23
1468,168786.17
1469,183099.31
1470,119061.24
1471,198942.73
1472,94995.07
1473,100527.74
1474,151948.27
1475,133582.69
1476,383326.56
1477,253999.95
1478,290729.84
1479,286573.03
1480,448462.4
1481,318294.12
1482,209546.25
1483,174844.39
1484,177445.7
1485,171514.2
1486,190839.38
1487,336489.47
1488,241831.7
1489,204127.83
1490,198453.28
1491,184200.12
1492,77462.58
1493,184860.53
1494,304604.56
1495,273142.7
1496,222503.23
1497,193066.73
1498,161824.02
1499,155158.53
1500,160050.14
1501,183305.94
1502,150485.38
1503,285150.1
1504,244683.7
1505,217455.72
1506,197567.7
1507,245126.27
1508,213735.11
1509,164546.3
1510,146001.38
1511,147542.88
1512,182822.98
1513,138698.78
1514,179809.19
1515,198947.62
1516,157192.8
1517,167522.83
1518,129308.93
1519,228970.89
1520,140231.14
1521,142891.89
1522,162438.2
1523,108391.97
1524,125651.85
1525,124490.7
1526,117547.65
1527,97276.63
1528,120923.766
1529,151434.97
1530,185189.17
1531,108967.62
1532,95790.72
1533,154299.75
1534,115992.86
1535,157988.53
1536,114931.4
1537,80638.26
1538,181613.81
1539,228218.97
1540,93925.03
1541,158098.55
1542,142676.02
1543,216762.17
1544,78565.5
1545,105918.98
1546,127534.84
1547,139767.4
1548,134451.17
1549,117587.81
1550,145997.31
1551,104445.164
1552,132849.39
1553,143367.88
1554,106458.15
1555,160014.12
1556,79408.0
1557,112965.57
1558,81388.734
1559,85314.06
1560,135343.52
1561,142572.33
1562,133239.56
1563,119589.12
1564,156823.95
1565,150772.67
1566,248665.11
1567,71955.1
1568,227402.97
1569,155626.06
1570,128797.56
1571,124278.47
1572,151619.3
1573,257033.52
1574,104635.65
1575,220878.89
1576,228859.73
1577,194784.77
1578,153997.1
1579,144724.95
1580,190979.31
1581,150633.38
1582,129696.28
1583,342118.66
1584,234161.06
1585,144542.4
1586,72745.805
1587,94933.91
1588,157206.73
1589,90856.37
1590,136844.34
1591,96988.414
1592,123545.06
1593,126150.47
1594,135021.5
1595,114917.68
1596,257343.83
1597,184556.31
1598,197581.08
1599,180987.1
1600,177487.48
1601,68024.08
1602,117161.29
1603,77624.12
1604,280549.38
1605,236365.08
1606,164214.31
1607,184651.62
1608,197923.27
1609,190530.31
1610,155088.94
1611,143217.94
1612,161223.66
1613,153757.25
1614,119524.22
1615,85473.14
1616,73022.46
1617,86562.64
1618,125403.68
1619,133559.38
1620,155234.11
1621,139239.78
1622,144107.06
1623,273338.4
1624,215559.36
1625,125206.33
1626,173258.1
1627,185007.28
1628,276003.38
1629,186096.34
1630,424107.12
1631,241329.22
1632,246540.44
1633,165260.86
1634,181604.5
1635,183871.42
1636,154953.3
1637,187621.42
1638,203612.48
