Id,SalePrice
1461,121574.48944210054
1462,158472.14581437444
1463,187794.42394316124
1464,195421.29473155562
1465,190528.3030977513
1466,174249.13208135232
1467,175608.55538439847
1468,164002.83556366136
1469,182791.27140439273
1470,124690.08226125289
1471,196886.72569166563
1472,94891.95254990949
1473,96345.9401877262
1474,150110.47507874965
1475,117189.0880310018
1476,383303.2757607255
1477,252667.17523815494
1478,282845.10358437255
1479,281021.2763966273
1480,508536.0717671943
1481,324389.3128701383
1482,207552.0935741549
1483,173528.09857126637
1484,167418.3325429342
1485,182899.917254822
1486,196274.16888584336
1487,338207.6126497284
1488,229336.06609693926
1489,201787.5656749486
1490,232590.4164733658
1491,192190.13706488127
1492,89241.61371460043
1493,179390.013963926
1494,289955.5814931839
1495,285074.7208237389
1496,241940.20678384142
1497,180908.44381962175
1498,165770.66150566415
1499,162395.08235622608
1500,154527.90888539108
1501,176532.3767251926
1502,145434.10402303102
1503,293808.3863372393
1504,239334.83899522288
1505,223444.6157068952
1506,187171.14063834623
1507,255895.33900339442
1508,196066.16589429454
1509,160948.56255807378
1510,145187.5752464679
1511,150502.50622085977
1512,172026.5328550095
1513,142047.3183832074
1514,161232.27702587293
1515,191882.88771692262
1516,153562.99524208225
1517,163075.81485158892
1518,129967.28647301433
1519,222048.8614567775
1520,131302.04212389232
1521,135332.05784233386
1522,171664.85606626433
1523,115063.51850486817
1524,125591.45884660713
1525,123272.35939421973
1526,110892.53183495946
1527,101415.97127146559
1528,133391.82359103952
1529,151120.99415134644
1530,170232.58270794718
1531,102816.0334992136
1532,95833.31371277518
1533,146242.9951382371
1534,124589.27340633408
1535,152778.2602142077
1536,105085.4332315831
1537,58171.35365242418
1538,149289.45809959157
1539,191136.32997243467
1540,95043.24750603214
1541,142703.99488821442
1542,141305.2291337686
1543,207720.42431515793
1544,78741.87211601826
1545,109919.1336066689
1546,131793.09150624453
1547,135034.038730202
1548,139640.5230866181
1549,114036.44126573215
1550,136826.9534038275
1551,110271.13510186697
1552,133109.13064328668
1553,152781.11244152673
1554,110839.17034745583
1555,165052.60820829985
1556,82424.67481472532
1557,106538.06581584281
1558,94879.00170125501
1559,71309.36627954815
1560,130977.37100710823
1561,134882.2623777469
1562,130417.95600886448
1563,121800.54620421538
1564,162226.88906600318
1565,147023.45573203202
1566,228427.32402191518
1567,73437.15782863049
1568,230680.6654827986
1569,133417.36156583735
1570,135892.84487313707
1571,120191.064573559
1572,147050.8802589276
1573,252567.43858278618
1574,115814.81309528928
1575,218001.73065401232
1576,236245.9223879787
1577,189827.25257065202
1578,143261.05319965587
1579,144163.92886298837
1580,193140.50098337317
1581,150292.97900368046
1582,125511.78827705944
1583,315296.934644072
1584,224286.5928987192
1585,140961.79080322827
1586,70044.87228653154
1587,98502.5652431126
1588,149923.76526410738
1589,99604.17699183982
1590,135079.6294624003
1591,95878.89849130435
1592,120643.55238969048
1593,125424.29292589691
1594,130787.2200227789
1595,110389.566822945
1596,236315.9875056079
1597,188325.34824573426
1598,213182.5346325993
1599,169236.23414204118
1600,168305.2069382609
1601,65459.05774174952
1602,111457.30164078722
1603,81495.87325686877
1604,269516.2737754685
1605,241019.9052572844
1606,168099.3698722822
1607,165369.43849369982
